SKU,START_DATE,END_DATE,DATE_QUALIFIER,DISCONTINUED,BRAND,PRODUCT_GROUP1,PRODUCT_GROUP2,PRODUCT_GROUP3,PRODUCT_GROUP4,PRODUCT_GROUP1_QTY,PRODUCT_GROUP2_QTY,PRODUCT_GROUP3_QTY,PRODUCT_GROUP4_QTY,DEPARTMENT1,ROOM1,ROOM2,ROOM3,ROOM4,ROOM5,ROOM6,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,COLLECTION,FINISH1,FINISH2,FINISH3,MATERIAL,MOTION_TYPE1,MOTION_TYPE2,SECTIONAL,TYPE1,SUBTYPE1A,SUBTYPE1B,TYPE2,SUBTYPE2A,SUBTYPE2B,TYPE3,SUBTYPE3A,SUBTYPE3B,STYLE,SUITE,COUNTRY_OF_ORIGIN,MADE_IN_USA,BED_SIZE1,FEATURES1,TABLE_TYPE,SEAT_TYPE,WIDTH,DEPTH,HEIGHT,LENGTH,INSIDE_WIDTH,INSIDE_DEPTH,INSIDE_HEIGHT,WEIGHT,VOLUME,DIAMETER,ARM_HEIGHT,SEAT_DEPTH,SEAT_HEIGHT,SEAT_WIDTH,HEADBOARD_HEIGHT,FOOTBOARD_HEIGHT,NUMBER_OF_DRAWERS,NUMBER_OF_LEAVES,NUMBER_OF_SHELVES,CARTON_WIDTH,CARTON_DEPTH,CARTON_HEIGHT,CARTON_WEIGHT,CARTON_VOLUME,CARTON_LENGTH,PHOTO1,PHOTO2,PHOTO3,PHOTO4,PHOTO5,PHOTO6,PHOTO7,PHOTO8,PHOTO9,PHOTO10,INFO1,INFO2,INFO3,INFO4,INFO5,DESCRIPTION,PRODUCT_DESCRIPTION,SPECIFICATIONS,CONSTRUCTION,COLLECTION_FEATURES,WARRANTY,ADDITIONAL_INFORMATION,DISCLAIMER,VIEWTYPE,ITEM_URL
7048-600B-T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Tables,,,,Cambria Dining Table,Brown,,,,,,,,,,,,,,,," Rustic, Industrial",,,,,,,,79,39,30,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/b1/2a/8b/64/648b2ab1bf2975ced6a51aa8/7048-600B-TEC.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/e8/2a/8b/64/648b2ae8c67e051471a491e7/7048-600B-TEC_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/76/33/42/66/66423376353606590e51e3ff/7048-600B-T_S.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ed/2a/8b/64/648b2aed292d126a75a540a8/7048-600B-TEC_R.jpg?s=1000x',,,,,,,,,,,,"Heavily weathered reclaimed wood top adds rustic character and uniqueness., Sturdy metal X-frame base provides modern support and style., Glass top protects the wood and enhances the overall design., Hand-padded bronze finish adds an industrial touch to the table's look.","The Cambria Rectangular Dining Table seamlessly blends rustic charm with modern design. Its heavily weathered reclaimed wood top adds unique character, while the sturdy metal open X-frame base offers a contemporary touch. The table is finished in hand-padded bronze, providing a warm, industrial feel. A glass top accompanies the piece, offering both protection and enhancing its aesthetic appeal. The natural variations in the reclaimed wood ensure that each table is truly one-of-a-kind.","Color/Finish: Brown; Color Details: Bronze/Reclaimed Wood; Material: Steel/Wood/Glass; Style:  Rustic, Industrial; Collection:  Cambria; Weight Capacity:  50 lbs; Table Shape: Rectangle; Seating Capacity: Seats 6.; Shipping Weight: 308.00 lbs; Shipping Method: LTL",,,,Steel/Wood/Glass,,Normal,https://www.bassettmirror.com/detail.cfm?id=1066/7048-600B-T/Cambria Dining Table
6260-760B-T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Tables,,,,Newport Dining Table,White,,,,,,,,,,,,,,,, Coastal,,,,,,,,54,54,30,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/fd/2f/87/64/64872ffd19c2e89fd64452a4/6260-760B-T.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/c3/84/be/64/64be84c3c96c25bee22fd537/6260-760B-T_S3.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/0b/30/87/64/6487300b884e7a9cdc339c45/6260-760B-T_S1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/0f/30/87/64/6487300f22f260c1a28a91e2/6260-760B-T_S2.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/c7/e5/d4/64/64d4e5c706dc2df550b3569d/6260-760B-T_D.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/06/30/87/64/64873006b6b50f3f277da1d0/6260-760B-T_S.jpg?s=1000x',,,,,,,,,,"The Newport Dining Table embodies coastal modern styling, characterized by a fresh, airy finish and elegant white marble, Crafted with care, it's made from ash veneer with a sun-bleached finish, complemented by thick, tapered legs, This table features a 54"" hexagonal white marble top, adding a touch of sophistication and comfortably seating 4-6 peopl, With its blend of sun-bleached ash and light marble finishes, the Newport Dining Table seamlessly combines both style an, Some assembly is requried, Look for other items in the Newport Collection","The Newport Dining Table embodies a coastal modern style, characterized by its fresh and airy finish, paired with the elegance of white marble. Its base is crafted from ash veneer with a sun-bleached finish, complementing the thick, tapered legs. At the heart of this table, you'll find a striking 54"" hexagonal white marble top that adds a touch of sophistication. Comfortably seats 4-6 people, making it the perfect gathering place for family and friends. With a blend of sun-bleached ash and light marble finishes, the Newport Dining Table seamlessly combines style and substance.","Color/Finish: White; Color Details: Marble Sun Bleached Ash; Material: Marble/Wood; Style:  Coastal; Collection:  Newport; Additional Dimensions: Table Top Dims: 54x54x2.5
Table Base Dims: 32x32x29; Weight Capacity:  50 lbs; Table Shape: Round; Seating Capacity: Seats 4-6.; Shipping Method: White Glove",,,,Marble/Wood,,Normal,https://www.bassettmirror.com/detail.cfm?id=1018/6260-760B-T/Newport Dining Table
6003-DR-600,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Tables,,,,Walsh Dining Table,Brown,,,,,,,,,,,,,,,," Modern, Rustic",,,,,,,,90,40,30,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/9a/b1/5c/65/655cb19a9c2858ac96fa426c/6003-DR-600.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/a1/b1/5c/65/655cb1a1bcb50f186dd1f7f8/6003-DR-600_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/b5/b1/5c/65/655cb1b5bcb50f186dd1f803/6003-DR-600_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/2c/b2/5c/65/655cb22c3ebc3536062f17c4/6003-DR-600_S1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/bf/b1/5c/65/655cb1bf9c2858ac96fa4285/6003-DR-600_D.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ca/b1/5c/65/655cb1cabcb50f186dd1f81a/6003-DR-600_S.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ea/84/70/65/657084eaefcbb4f6092c4bcd/6003-DR-600_R.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/f3/84/70/65/657084f38c231c06f86cb6b1/6003-DR-600_R2.jpg?s=1000x',,,,,,,,"Rustic modern farmhouse design crafted from solid mango wood, Mango wood has a natural open grain characteristic that creates a textured finish and a distressed affect., Some easy assembly required.","The Walsh Dining Table embodies a rustic modern farmhouse aesthetic, crafted from solid mango wood treated with a sandblasted technique and adorned in an antique walnut stain. Its sturdy construction ensures durability, while the distinctive design elements, including the substantial legs that pierce the tabletop, add character to any dining space.","Color/Finish: Brown; Color Details: Rustic Brown Mango; Material: Solid Mango Wood; Style:  Modern, Rustic; Collection:  Walsh; Weight Capacity:  50 lbs; Table Shape: Rectangle; Seating Capacity: Seats 6-8.; Shipping Weight: 141.24 lbs; Shipping Method: LTL",,,,Solid Mango Wood,,Normal,https://www.bassettmirror.com/detail.cfm?id=454/6003-DR-600/Walsh Dining Table
7521-701B-T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Tables,,,,Bartlett Dining Table,Brown,,,,,,,,,,,,,,,," Rustic, Boho",,,,,,,,48,48,31,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/3b/70/77/64/6477703be292411f78c3b98e/7521-701B-T.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/37/70/77/64/64777037cf02b07f7dcfbb22/7521-701B-T_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/66/70/77/64/64777066cf02b07f7dcfbb2d/7521-701B-T_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/71/70/77/64/647770717cc8e834231da48c/7521-701B-T_S1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/6c/70/77/64/6477706ccf02b07f7dcfbb2e/7521-701B-T_S.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/9b/e8/2a/65/652ae89b389315d58e54752e/7521-701B-T_R.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/a1/e8/2a/65/652ae8a1b63e1663c0ff1aee/7521-701B-T_R2.jpg?s=1000x',,,,,,,,,"The Bartlett Dining Table seamlessly blends modern design with organic inspiration, creating an inviting atmosphere for, Crafted from solid mango wood, this table is artfully sandblasted and finished with a soft-antiqued touch to enhance its, Featuring a 48"" round dining top and a softly shaped ""X"" style base, it offers both style and functionality for your din, Comfortably accommodating 4 adults, it's an ideal gathering spot for family and friends, Requires some assembly for setup","Discover the allure of the Bartlett Dining Table, where modern design meets organic inspiration. Its 48"" round dining top and softly shaped ""X"" style base create a welcoming ambiance for your dining space. The finish features a natural mango tone with a sandblasted texture, adding a touch of authenticity to your space. It can comfortably seats 4 adults, making it the perfect gathering place for family and friends.","Color/Finish: Brown; Color Details: Brown; Material: Wood; Style:  Rustic, Boho; Weight Capacity:  50 lbs; Table Shape: Round; Seating Capacity: Seats 4.; Shipping Method: Small Parcel - Oversized",,,,Wood,,Normal,https://www.bassettmirror.com/detail.cfm?id=425/7521-701B-T/Bartlett Dining Table
9436-DR-600,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Tables,,,,Nadine Dining Table,White,,,,,,,,,,,,,,,," Coastal, Contemporary",,,,,,,,84,42,30,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/88/ce/64/65/6564ce88616844f6e00ea3f6/9436-DR-600.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/a4/ce/64/65/6564cea4901ce9320a8dacac/9436-DR-600_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/a9/ce/64/65/6564cea9303b127b224f0140/9436-DR-600_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/ce/ce/64/65/6564cece901ce9320a8dacb1/9436-DR-600_S1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/af/ce/64/65/6564ceaf303b127b224f0141/9436-DR-600_D.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/b8/ce/64/65/6564ceb8616844f6e00ea3fb/9436-DR-600_S.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/07/67/f4/65/65f467075f18b477d8eee5ae/9436-DR-600_R.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/0c/67/f4/65/65f4670c57cb9d11acb74f11/9436-DR-600_R2_7cs29k.jpg?s=1000x',,,,,,,,,"The Nadine Dining Table features a coastal contemporary inspired design and is constructed with solid wood and veneers in a bright white oak finish. The table base features a heavy octagonal shaped X-base and a brushed nickel finished metal cross-bar. The dining table comfortably seats six. Finish: bright white, brushed nickel. Material: solid wood, wood veneers, metal..","Color/Finish: White; Color Details: Bright White Oak/Brushed Nickel; Material: Solid Wood/Veneers/Metal; Style:  Coastal, Contemporary; Collection:  Nadine; Weight Capacity:  50 lbs; Table Shape: Rectangle; Seating Capacity: Seats 6.; Shipping Weight: 213.40 lbs; Shipping Method: LTL",,,,Solid Wood/Veneers/Metal,,Normal,https://www.bassettmirror.com/detail.cfm?id=562/9436-DR-600/Nadine Dining Table
7049-DR-700,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Tables,,,,Dunnigan Dining Table,Black,,,,,,,,,,,,,,,, Modern,,,,,,,,48,48,30,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/88/e6/5c/65/655ce688bcb50f186dd218d3/7049-DR-700_wkdayy.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/80/e6/5c/65/655ce680725a61141f86fcb9/7049-DR-700_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/a1/e6/5c/65/655ce6a1bcb50f186dd218d4/7049-DR-700_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/c3/e6/5c/65/655ce6c3fa7a58703a99e4a3/7049-DR-700_S1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/aa/e6/5c/65/655ce6aa3ebc3536062f3502/7049-DR-700_D.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/b4/e6/5c/65/655ce6b43ebc3536062f3503/7049-DR-700_S.jpg?s=1000x',,,,,,,,,,"Modern design in a matte black finish, Open X-shaped base design for contemporary flair, Accommodating design comfortably seats four, Some easy assembly required, Look for other items in the Dunnigan collection","The Dunnigan Black Round Dining Table is a modern marvel blending style and functionality effortlessly. Its open X-shaped base design adds contemporary flair. Crafted from solid wood and flat cut oak veneers in a matte black finish, this table embodies enduring craftsmanship.",Color/Finish: Black; Color Details: Matte Black; Material: Wood; Style:  Modern; Collection:  Dunnigan; Weight Capacity:  50 lbs; Table Shape: Round; Seating Capacity: Seats 4.; Shipping Weight: 79.20 lbs; Shipping Method: LTL,,,,Wood,,Normal,https://www.bassettmirror.com/detail.cfm?id=640/7049-DR-700/Dunnigan Dining Table
7096-700-095,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Tables,,,,Korey Dining Table,White,,,,,,,,,,,,,,,," Coastal, Boho",,,,,,,,54,54,31,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/2d/be/3a/65/653abe2da36faf5596ed1c06/7096-700-095.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/64/5e/3a/65/653a5e64a36faf5596ed0f52/7096-700-045_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/4c/8e/e0/65/65e08e4c4f974d8a92ec097f/7096-700-045_S2.jpg?s=1000x',,,,,,,,,,,,,"Modern Boho and Coastal design merge elegantly in the Korey Round Dining Table, with a tapered pedestal base and intrica, This table is versatile with its 54"" round glass top, offering both style and functionality in your dining space, It comfortably accommodates 4 to 6 adults, providing a welcoming and spacious dining experience, Crafted from premium materials, including rubberwood solids and carefully chosen mindi veneers, this table seamlessly co, Some assembly is required, Look for other items in the Korey collection","The Korey Round Dining Table seamlessly merges modern Boho and Coastal design elements. It features a tapered pedestal base and intricate box-weave cane detailing throughout, all finished in a neutral white-wash on mindi veneers. This table includes a 54"" round glass top, making it a versatile addition to your dining space and providing comfortable seating for 4-6 adults. Crafted from high-quality rubberwood solids and select mindi veneers, it combines style and durability effortlessly.","Color/Finish: White; Color Details: White Wash Mindi; Material: Rubberwood, Mindi Veneer, Natural Cane, Glass; Style:  Coastal, Boho; Collection:  Korey; Weight Capacity:  50 lbs; Table Shape: Round; Seating Capacity: Seats 4.; Shipping Method: White Glove",,,,"Rubberwood, Mindi Veneer, Natural Cane, Glass",,Normal,https://www.bassettmirror.com/detail.cfm?id=501/7096-700-095/Korey Dining Table
7096-700-045,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Tables,,,,"Korey 48"" Round Dining Table",White,,,,,,,,,,,,,,,," Coastal, Boho",,,,,,,,48,48,31,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/c0/5d/3a/65/653a5dc0335fd698ab6d0340/7096-700-045.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/64/5e/3a/65/653a5e64a36faf5596ed0f52/7096-700-045_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/45/8e/e0/65/65e08e45f568741c3d2132a1/7096-700-045_S1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/4c/8e/e0/65/65e08e4c4f974d8a92ec097f/7096-700-045_S2.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/3c/8e/e0/65/65e08e3cf568741c3d2132a0/7096-700-045_S.jpg?s=1000x',,,,,,,,,,,"Modern Boho and Coastal design merge elegantly in the Korey Round Dining Table, with a tapered pedestal base and intrica, This table is versatile with its 48"" round glass top, offering both style and functionality in your dining space, It comfortably accommodates 4 adults, providing a welcoming and spacious dining experience, Crafted from premium materials, including rubberwood solids and carefully chosen mindi veneers, this table seamlessly co, Some assembly is required, Look for other items in the Korey collection","The Korey Round Dining Table seamlessly merges modern Boho and Coastal design elements. It features a tapered pedestal base and intricate box-weave cane detailing throughout, all finished in a neutral white-wash on mindi veneers. This table includes a 48"" round glass top, making it a versatile addition to your dining space and providing comfortable seating for 4 adults. Crafted from high-quality rubberwood solids and select mindi veneers, it combines style and durability effortlessly.","Color/Finish: White; Color Details: White Wash Mindi; Material: Rubberwood, Mindi Veneer, Natural Cane, Glass; Style:  Coastal, Boho; Collection:  Korey; Weight Capacity:  50 lbs; Table Shape: Round; Seating Capacity: Seats 4.; Shipping Method: LTL",,,,"Rubberwood, Mindi Veneer, Natural Cane, Glass",,Normal,https://www.bassettmirror.com/detail.cfm?id=608/7096-700-045/Korey 48
7096-700-887,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Tables,,,,Korey Dining Table,White,,,,,,,,,,,,,,,," Coastal, Boho",,,,,,,,78,44,31,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/d5/30/87/64/648730d5884e7a9cdc339c55/7096-700-887.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/de/30/87/64/648730de1b5f0c24c65031f4/7096-700-887_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/1f/31/87/64/6487311f1b5f0c24c6503201/7096-700-887_B.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/02/31/87/64/648731021b5f0c24c65031fa/7096-700-887_S1.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/13/31/87/64/6487311322f260c1a28a920c/7096-700-887_S2.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/f2/e5/d4/64/64d4e5f20635ebcbfc5dc975/7096-700-887_D.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/f3/30/87/64/648730f322f260c1a28a9201/7096-700-887_C.jpg?s=1000x',,,,,,,,,"Features a modern Boho-Coastal inspired style, The double pedestal base features white-washed cane detailing, Large glass table top measure 78"" x 44"", Comfortably seats 6 adults, Some assembly required, Look for other items in the Korey collection","The Korey dining table is a modern mix of Boho meets Coastal design with white-washed mindi veneers. The tapered double pedestal base features box-weave cane detailing throughout. The glass table top measures 78"" long and comfortably seats 6 adults.","Color/Finish: White; Color Details: White Wash Mindi; Material: Rubberwood, Mindi Veneers, Box Weave Cane, Glass; Style:  Coastal, Boho; Collection:  Korey; Weight Capacity:  50 lbs; Table Shape: Rectangle; Seating Capacity: Seats 6.; Shipping Weight: 275.00 lbs; Shipping Method: White Glove",,,,"Rubberwood, Mindi Veneers, Box Weave Cane, Glass",,Normal,https://www.bassettmirror.com/detail.cfm?id=1017/7096-700-887/Korey Dining Table
7086-640B-T,,,,,Bassett Mirror,,,,,,,,,,,,,,,,Furniture,Dining,Tables,,,,Barton Dining Table,Black,,,,,,,,,,,,,,,," Modern, Contemporary",,,,,,,,76,42,30,,,,,,,,,,,,,,,,,,,,,,,'https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/08/64/09/64/64096408eca9fca663d895b2/7086-700B-T_A.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/f2/63/09/64/640963f28031629126b27eea/7086-700B-T.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/1b/64/09/64/6409641b5e56a2c718d1b217/7086-700B-T_S.jpg?s=1000x','https://files.plytix.com/api/v1.1/file/public_files/pim/assets/99/e7/bd/62/62bde79981697600089987d9/images/75/25/d1/64/64d125750635ebcbfc5d518b/7086-640B-T_R.jpg?s=1000x',,,,,,,,,,,,"This dining table features a modern, architectural inspired design, The oval table top is white Indian marble with black and gray veining and mineral deposits, The iron table base is finished in a matte black, Comfortably seats 4-6 adults, Some assembly required","The Barton Dining Table features a Modern, Industrial inspired design.  It features an architectural influenced metal base made of iron in a matte black finish.  The oval shaped, marble table top measures 76 inches. Comfortably seats 4-6 adults.","Color/Finish: Black; Color Details: White marble  / Matte Black; Material: Marble / Metal; Style:  Modern, Contemporary; Collection:  Barton; Weight Capacity:  50 lbs; Table Shape: Oval; Seating Capacity: Seats 4-6.; Shipping Method: LTL",,,,Marble / Metal,,Normal,https://www.bassettmirror.com/detail.cfm?id=1380/7086-640B-T/Barton Dining Table
